job_category,salary_in_usd,experience_level,work_setting,company_size,Cluster
Data Science and Research,166000.0,Mid-level,Remote,M,4
Data Science and Research,231650.0,Senior,In-person,M,0
Data Science and Research,189100.0,Senior,In-person,M,0
Data Engineering,160000.0,Senior,Remote,M,1
Data Engineering,120000.0,Senior,Remote,M,1
Data Engineering,266875.0,Senior,In-person,M,0
Data Engineering,128250.0,Senior,In-person,M,0
Data Engineering,158600.00000000003,Mid-level,Remote,M,4
Data Engineering,115299.99999999999,Mid-level,Remote,M,4
Data Engineering,225300.0,Senior,In-person,M,0
Data Engineering,197400.0,Senior,In-person,M,0
Data Engineering,161000.0,Senior,Remote,M,1
Data Engineering,75000.0,Senior,Remote,M,1
Data Analysis,166000.0,Mid-level,In-person,M,2
Data Analysis,73100.0,Mid-level,In-person,M,2
Data Science and Research,138510.0,Mid-level,In-person,M,2
Data Science and Research,95490.0,Mid-level,In-person,M,2
Data Analysis,150000.0,Mid-level,Remote,M,4
Data Analysis,110000.0,Mid-level,Remote,M,4
Data Science and Research,232200.0,Senior,In-person,M,0
Data Science and Research,133300.0,Senior,In-person,M,0
Machine Learning and AI,121788.0,Senior,In-person,M,0
Machine Learning and AI,79032.0,Senior,In-person,M,0
Leadership and Management,178250.0,Senior,In-person,M,0
Leadership and Management,110500.0,Senior,In-person,M,0
Machine Learning and AI,190000.0,Senior,In-person,M,0
Data Science and Research,216000.0,Senior,Remote,M,1
Data Science and Research,183999.99999999997,Senior,Remote,M,1
Data Science and Research,166000.0,Senior,Remote,M,1
Data Science and Research,104000.0,Senior,Remote,M,1
Machine Learning and AI,230000.0,Senior,In-person,M,0
Machine Learning and AI,196000.0,Senior,In-person,M,0
BI and Visualization,165600.0,Mid-level,In-person,L,2
BI and Visualization,65800.00000000001,Mid-level,In-person,L,2
Data Engineering,186000.0,Senior,In-person,M,0
Data Engineering,81800.00000000001,Senior,In-person,M,0
Data Analysis,135000.0,Senior,In-person,M,0
Data Analysis,82500.0,Senior,In-person,M,0
Data Engineering,247250.0,Senior,In-person,M,0
Machine Learning and AI,169000.00000000003,Senior,In-person,M,0
Machine Learning and AI,105500.0,Senior,In-person,M,0
Data Science and Research,195800.0,Senior,In-person,M,0
Data Science and Research,161900.0,Senior,In-person,M,0
BI and Visualization,108500.0,Senior,Remote,M,1
BI and Visualization,78800.0,Senior,Remote,M,1
BI and Visualization,160000.0,Mid-level,Remote,M,4
BI and Visualization,110000.0,Mid-level,Remote,M,4
Data Analysis,87500.0,Mid-level,Remote,M,4
Machine Learning and AI,104999.99999999999,Mid-level,Remote,M,4
Machine Learning and AI,95000.0,Mid-level,Remote,M,4
Leadership and Management,289800.0,Senior,In-person,M,0
Leadership and Management,214200.0,Senior,In-person,M,0
Data Engineering,167500.0,Mid-level,In-person,M,2
Data Engineering,106500.0,Mid-level,In-person,M,2
Data Science and Research,146000.0,Senior,In-person,M,0
Data Engineering,128000.0,Senior,In-person,M,0
Data Engineering,81500.0,Senior,In-person,M,0
Data Science and Research,322612.5,Senior,In-person,M,0
Leadership and Management,175000.0,Senior,Remote,M,1
Leadership and Management,160000.0,Senior,Remote,M,1
Data Management and Strategy,240000.0,Entry-level,Remote,M,3
Data Management and Strategy,100000.00000000001,Entry-level,Remote,M,3
Data Science and Research,180000.0,Senior,In-person,M,0
BI and Visualization,143000.0,Senior,In-person,M,0
BI and Visualization,127000.0,Senior,In-person,M,0
Data Science and Research,249300.00000000003,Mid-level,In-person,L,2
Data Science and Research,149300.0,Mid-level,In-person,L,2
Data Engineering,190000.0,Senior,Remote,M,1
Data Science and Research,248100.0,Senior,In-person,M,0
Data Science and Research,145900.0,Senior,In-person,M,0
Data Science and Research,170200.0,Senior,In-person,M,0
Data Science and Research,83900.0,Senior,In-person,M,0
Data Science and Research,94100.0,Senior,In-person,M,0
Machine Learning and AI,226600.0,Senior,In-person,M,0
Machine Learning and AI,140100.0,Senior,In-person,M,0
Data Analysis,156000.0,Senior,In-person,M,0
Data Analysis,124000.0,Senior,In-person,M,0
Data Engineering,132600.0,Senior,In-person,M,0
Data Science and Research,308000.0,Senior,In-person,M,0
Data Science and Research,190400.0,Senior,In-person,M,0
Data Architecture and Modeling,155000.0,Senior,In-person,M,0
Data Architecture and Modeling,136000.0,Senior,In-person,M,0
Machine Learning and AI,214500.0,Senior,In-person,M,0
Machine Learning and AI,132600.0,Senior,In-person,M,0
Data Analysis,111000.0,Mid-level,In-person,M,2
Data Analysis,104000.0,Mid-level,In-person,M,2
Data Engineering,85000.0,Mid-level,In-person,M,2
Data Engineering,75000.0,Mid-level,In-person,M,2
Data Science and Research,180249.99999999997,Senior,Remote,M,1
Data Science and Research,117999.99999999999,Senior,Remote,M,1
Data Science and Research,111600.0,Senior,In-person,L,0
Data Analysis,157500.0,Senior,Remote,M,1
Data Analysis,132500.0,Senior,Remote,M,1
Data Analysis,75000.0,Mid-level,In-person,M,2
Data Analysis,93918.0,Senior,In-person,M,0
Data Analysis,51962.0,Senior,In-person,M,0
BI and Visualization,171000.0,Senior,Remote,M,1
BI and Visualization,152000.0,Senior,Remote,M,1
Machine Learning and AI,223600.0,Senior,In-person,L,0
Machine Learning and AI,115000.0,Senior,In-person,L,0
BI and Visualization,140000.0,Mid-level,Remote,M,4
Data Science and Research,130899.99999999999,Mid-level,In-person,M,2
Data Science and Research,72700.0,Mid-level,In-person,M,2
Machine Learning and AI,322612.5,Senior,In-person,M,0
Machine Learning and AI,144000.0,Senior,In-person,M,0
BI and Visualization,180000.0,Senior,Remote,M,1
BI and Visualization,118200.00000000001,Senior,Remote,M,1
Data Architecture and Modeling,322612.5,Senior,Remote,M,1
Data Architecture and Modeling,221800.0,Senior,Remote,M,1
Data Analysis,73000.0,Senior,In-person,M,0
Data Engineering,156600.0,Senior,Remote,M,1
Data Engineering,137200.0,Senior,Remote,M,1
Data Analysis,149000.0,Mid-level,In-person,M,2
Data Analysis,65300.0,Mid-level,In-person,M,2
Data Engineering,187000.0,Mid-level,Remote,M,4
Data Engineering,180000.0,Mid-level,Remote,M,4
Data Analysis,119636.0,Senior,In-person,M,0
Data Analysis,70374.0,Senior,In-person,M,0
Data Analysis,104999.99999999999,Senior,Remote,M,1
Data Analysis,67000.0,Senior,Remote,M,1
Data Analysis,102000.0,Senior,Remote,M,1
Data Analysis,94770.0,Senior,Remote,M,1
Leadership and Management,169900.0,Senior,Remote,M,1
Leadership and Management,164100.0,Senior,Remote,M,1
Data Science and Research,305600.0,Senior,In-person,M,0
Data Analysis,75000.0,Senior,Remote,M,1
Leadership and Management,37573.0,Entry-level,Remote,M,3
Data Science and Research,36940.0,Entry-level,Remote,L,3
Machine Learning and AI,180240.00000000003,Senior,In-person,M,0
Machine Learning and AI,120160.0,Senior,In-person,M,0
Data Science and Research,93400.0,Mid-level,In-person,M,2
Data Science and Research,119000.0,Senior,In-person,M,0
Data Science and Research,71400.00000000001,Senior,In-person,M,0
Data Analysis,115950.0,Mid-level,In-person,M,2
Data Analysis,69570.0,Mid-level,In-person,M,2
Data Science and Research,225100.0,Senior,Remote,M,1
Data Science and Research,140900.0,Senior,Remote,M,1
Machine Learning and AI,178999.99999999997,Mid-level,In-person,M,2
Machine Learning and AI,144000.0,Mid-level,In-person,M,2
Data Science and Research,144000.0,Mid-level,In-person,M,2
Data Science and Research,76000.00000000001,Mid-level,In-person,M,2
Data Science and Research,156450.0,Entry-level,Remote,M,3
Data Science and Research,119200.0,Entry-level,Remote,M,3
Machine Learning and AI,155000.0,Mid-level,In-person,M,2
Machine Learning and AI,125000.0,Mid-level,In-person,M,2
Data Engineering,175000.0,Senior,Remote,M,1
Data Engineering,97500.0,Senior,Remote,M,1
Data Science and Research,303050.0,Senior,In-person,M,0
Data Science and Research,202350.0,Senior,In-person,M,0
Data Science and Research,201650.0,Senior,In-person,M,0
Data Science and Research,124600.0,Senior,In-person,M,0
Data Science and Research,93400.0,Senior,In-person,M,0
Data Analysis,145000.0,Senior,In-person,M,0
Data Analysis,110000.0,Senior,In-person,M,0
BI and Visualization,89499.99999999999,Mid-level,Remote,M,4
BI and Visualization,65000.0,Mid-level,Remote,M,4
Machine Learning and AI,322612.5,Senior,Remote,M,1
Machine Learning and AI,205600.0,Senior,Remote,M,1
Data Science and Research,184800.0,Senior,In-person,M,0
Data Engineering,85000.0,Entry-level,Remote,M,3
Data Engineering,61800.0,Entry-level,Remote,M,3
Data Engineering,70748.0,Mid-level,In-person,M,2
Data Engineering,67056.0,Mid-level,In-person,M,2
Machine Learning and AI,214999.99999999997,Senior,Remote,M,1
Machine Learning and AI,169849.99999999997,Senior,Remote,M,1
BI and Visualization,225000.0,Senior,In-person,M,0
BI and Visualization,180000.0,Senior,In-person,M,0
Data Science and Research,147400.0,Senior,In-person,M,0
Data Science and Research,107682.0,Senior,In-person,M,0
Data Science and Research,225300.0,Mid-level,In-person,M,2
Data Science and Research,197400.0,Mid-level,In-person,M,2
Leadership and Management,160000.0,Senior,In-person,M,0
Leadership and Management,136000.0,Senior,In-person,M,0
Machine Learning and AI,204599.99999999997,Senior,In-person,M,0
Machine Learning and AI,126500.0,Senior,In-person,M,0
Data Architecture and Modeling,209999.99999999997,Senior,Remote,M,1
Data Architecture and Modeling,115000.0,Senior,Remote,M,1
Data Science and Research,322612.5,Senior,In-person,M,0
Data Science and Research,192351.0,Senior,In-person,M,0
Data Engineering,280000.0,Senior,In-person,M,0
BI and Visualization,106700.0,Mid-level,In-person,M,2
BI and Visualization,97000.0,Mid-level,In-person,M,2
Data Analysis,175000.0,Senior,Remote,M,1
Data Analysis,150000.0,Senior,Remote,M,1
Data Management and Strategy,123000.0,Senior,In-person,M,0
Data Management and Strategy,93593.0,Senior,In-person,M,0
Machine Learning and AI,222405.0,Senior,In-person,M,0
Machine Learning and AI,172800.0,Senior,In-person,M,0
Data Engineering,205600.0,Senior,In-person,L,0
Data Engineering,105700.0,Senior,In-person,L,0
Machine Learning and AI,263500.0,Senior,Remote,M,1
Machine Learning and AI,189360.0,Senior,Remote,M,1
Machine Learning and AI,124000.0,Senior,In-person,M,0
Data Engineering,148500.0,Senior,In-person,M,0
Data Engineering,82500.0,Senior,In-person,M,0
Data Engineering,184800.0,Senior,In-person,M,0
Data Architecture and Modeling,310000.0,Senior,Remote,M,1
Data Architecture and Modeling,206000.0,Senior,Remote,M,1
Machine Learning and AI,322612.5,Senior,In-person,M,0
Machine Learning and AI,223000.0,Senior,In-person,M,0
Data Science and Research,172256.0,Senior,In-person,M,0
Data Science and Research,123040.0,Senior,In-person,M,0
Data Science and Research,130999.99999999999,Mid-level,Remote,M,4
Data Engineering,148500.0,Mid-level,In-person,M,2
Data Engineering,82500.0,Mid-level,In-person,M,2
Leadership and Management,233499.99999999997,Senior,In-person,M,0
Leadership and Management,146000.0,Senior,In-person,M,0
Data Science and Research,280889.0,Senior,In-person,M,0
Data Science and Research,187258.99999999997,Senior,In-person,M,0
Machine Learning and AI,305100.0,Senior,Remote,M,1
Machine Learning and AI,146900.0,Senior,Remote,M,1
Machine Learning and AI,166000.0,Mid-level,In-person,M,2
Machine Learning and AI,73100.0,Mid-level,In-person,M,2
Data Science and Research,80000.0,Senior,Remote,M,1
Leadership and Management,150000.0,Senior,Remote,M,1
Leadership and Management,80000.0,Senior,Remote,M,1
Data Engineering,110000.0,Senior,In-person,M,0
BI and Visualization,202800.0,Senior,In-person,L,0
BI and Visualization,104300.0,Senior,In-person,L,0
Data Engineering,154000.0,Mid-level,In-person,M,2
Data Engineering,103000.0,Mid-level,In-person,M,2
BI and Visualization,80750.0,Mid-level,In-person,M,2
BI and Visualization,48450.0,Mid-level,In-person,M,2
Data Engineering,190400.0,Senior,In-person,M,0
Data Engineering,112000.0,Senior,In-person,M,0
Data Architecture and Modeling,119636.0,Senior,Remote,M,1
Data Architecture and Modeling,70374.0,Senior,Remote,M,1
Data Engineering,304750.0,Senior,In-person,M,0
Data Analysis,98873.0,Mid-level,In-person,M,2
Data Analysis,58161.00000000001,Mid-level,In-person,M,2
Leadership and Management,138000.0,Senior,In-person,M,0
Leadership and Management,85500.0,Senior,In-person,M,0
Data Science and Research,307100.0,Senior,In-person,M,0
Data Science and Research,216800.0,Senior,In-person,M,0
Data Science and Research,153600.0,Senior,In-person,M,0
Data Science and Research,106800.0,Senior,In-person,M,0
Data Analysis,250000.0,Mid-level,In-person,M,2
Machine Learning and AI,280000.0,Senior,In-person,M,0
Machine Learning and AI,180000.0,Senior,In-person,M,0
Data Science and Research,162000.0,Senior,In-person,M,0
Data Analysis,164640.00000000003,Senior,In-person,M,0
Data Analysis,131712.0,Senior,In-person,M,0
Data Analysis,74800.0,Mid-level,In-person,M,2
Data Analysis,63600.00000000001,Mid-level,In-person,M,2
Machine Learning and AI,92280.0,Mid-level,Remote,M,4
Machine Learning and AI,67672.00000000001,Mid-level,Remote,M,4
Machine Learning and AI,140000.0,Senior,In-person,M,0
Data Engineering,253792.00000000003,Senior,In-person,M,0
Data Engineering,158619.99999999997,Senior,In-person,M,0
BI and Visualization,259900.0,Senior,In-person,M,0
BI and Visualization,139200.0,Senior,In-person,M,0
Machine Learning and AI,118118.0,Senior,Remote,M,1
Machine Learning and AI,79976.0,Senior,Remote,M,1
Data Science and Research,293000.0,Senior,In-person,M,0
Data Science and Research,115500.00000000001,Senior,In-person,M,0
Data Engineering,70000.0,Senior,In-person,M,0
Data Science and Research,142000.0,Mid-level,In-person,M,2
Data Science and Research,102000.0,Mid-level,In-person,M,2
Data Quality and Operations,141600.0,Senior,In-person,M,0
Data Quality and Operations,121400.0,Senior,In-person,M,0
Data Engineering,240000.0,Senior,In-person,M,0
Data Analysis,55000.0,Mid-level,In-person,M,2
Data Analysis,49000.0,Mid-level,In-person,M,2
Data Engineering,135000.0,Senior,Remote,M,1
Data Engineering,200000.00000000003,Senior,Remote,M,1
Data Engineering,180000.0,Senior,Remote,M,1
Data Science and Research,168000.0,Senior,Remote,M,1
Data Analysis,100000.00000000001,Senior,Remote,M,1
Data Engineering,243000.0,Senior,In-person,M,0
Data Engineering,152000.0,Senior,In-person,M,0
Data Analysis,79976.0,Senior,Remote,L,1
BI and Visualization,115600.00000000001,Senior,In-person,M,0
BI and Visualization,79700.0,Senior,In-person,M,0
Data Management and Strategy,173100.0,Senior,In-person,M,0
Data Management and Strategy,86899.99999999999,Senior,In-person,M,0
Machine Learning and AI,258700.0,Mid-level,In-person,M,2
Machine Learning and AI,133800.0,Mid-level,In-person,M,2
Machine Learning and AI,225300.0,Mid-level,In-person,M,2
Machine Learning and AI,197400.0,Mid-level,In-person,M,2
Data Analysis,157000.0,Senior,Remote,M,1
Data Analysis,125000.0,Senior,Remote,M,1
Data Science and Research,208000.0,Senior,In-person,M,0
Data Science and Research,134000.0,Senior,In-person,M,0
Data Engineering,140000.0,Mid-level,In-person,M,2
Data Engineering,65000.0,Mid-level,In-person,M,2
Data Science and Research,188200.0,Senior,In-person,M,0
Data Engineering,49216.0,Mid-level,In-person,M,2
Data Engineering,110000.0,Mid-level,In-person,M,2
Data Engineering,73400.00000000001,Mid-level,In-person,M,2
Data Engineering,183413.99999999997,Senior,In-person,M,0
Data Engineering,97199.99999999999,Senior,In-person,M,0
Machine Learning and AI,299000.0,Senior,In-person,M,0
Machine Learning and AI,187000.0,Senior,In-person,M,0
Machine Learning and AI,66000.00000000001,Senior,In-person,M,0
Machine Learning and AI,140000.0,Senior,Remote,M,1
Data Engineering,170200.0,Mid-level,In-person,M,2
Data Engineering,83900.0,Mid-level,In-person,M,2
Data Engineering,101569.99999999999,Senior,Remote,M,1
Data Analysis,177000.0,Senior,Remote,M,1
Data Analysis,117999.99999999999,Senior,Remote,M,1
Machine Learning and AI,234500.0,Senior,In-person,M,0
Machine Learning and AI,127000.0,Senior,In-person,M,0
Machine Learning and AI,114979.0,Senior,Remote,L,1
Data Science and Research,168000.0,Senior,In-person,M,0
Data Engineering,155000.0,Senior,In-person,M,0
Data Science and Research,153000.0,Senior,In-person,M,0
Data Science and Research,136000.0,Senior,In-person,M,0
Machine Learning and AI,254000.0,Senior,In-person,M,0
Data Engineering,214500.0,Senior,In-person,M,0
Data Engineering,134500.0,Senior,In-person,M,0
Data Science and Research,136000.0,Senior,Remote,M,1
Data Science and Research,143000.0,Mid-level,Remote,M,4
Data Science and Research,117000.0,Mid-level,Remote,M,4
Data Science and Research,110000.0,Senior,Remote,M,1
Data Science and Research,73824.0,Mid-level,In-person,M,2
Data Science and Research,55368.00000000001,Mid-level,In-person,M,2
Data Science and Research,275300.0,Senior,Remote,M,1
Data Science and Research,183500.0,Senior,Remote,M,1
Data Science and Research,230000.0,Senior,Remote,M,1
